[2021-10-23 17:14:09] [INFO ]  
[2021-10-23 17:14:09] [INFO ] FINCH               + [!] Java Finch Syntactic Engine
[2021-10-23 17:14:09] [INFO ] FINCH               |  + Java-type analysis activated
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.DoNotReturnPrivateFieldOfOuterClassChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.AvoidUsingPublicStaticFinalArrayChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.DoNotCastGenericIteratorChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.DoNotWaitInSynchronizedWithoutControlChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.BadEqualityExpressionFloatChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.UseStrictfpClassWithMaxValueChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.CallSuperChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.StringConversionWithConstructorChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.DoNotSleepOrYieldWithoutControlChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.SetStaticInNonStaticChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.PASSWORD_IN_SERVLET_COMMENT_Checker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.WeakEncryptionInsufficientKeySizeChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.UseStrictfpForDivisionChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.WeakCryptographicHashHardcodedSaltChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.UseOfSocketsChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.CriticalPublicVariableWithoutFinalModifierChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.UseOfInnerClassContainingSensitiveDataChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.PasswordManagementHeapInspectionChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.WeakPasswordRequirementsChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.VirtualInCtorChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.ImproperCheckForUnusualOrExceptionalConditionChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.basic.UseOfHardcodedCryptographicKeyChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.basic.MissingSynchronizedForOverridingChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.PackagePathNiceChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadCommentPositionBlockChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadInitMissingAfterLocalDeclarationChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseConstantOfInnerClassChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadCurlybraceDeclarationChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameDuplicatedChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceCallChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIfOnlyChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.UseNewThrowCauseChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadVariableDeclarationChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.TooComplexForStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceIfStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceEndLineChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.TooLongColumnChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadCommentPositionSingleChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadVariableDeclarationLoopChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseDoWhileChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceForStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationPackageChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.UseOneStatementPerLineChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceSwitchStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameTooLongChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingCompoundStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.AccessingConstantIndexInLoopChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.HardCodingStringComparisonChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceCommaChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationDoStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseHardCodingNumberChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceCatchStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingPackageDeclarationChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationCaseLabelsChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseDeprecatedAPIChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingBlankLineFieldChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DirectUseOfIntegerLiteralChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ForbiddenTrimLenthChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNamePackageChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.RedundantNameChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadVariableDeclarationFieldChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.BadOperatorMultipleVariableAssignmentChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadOperatorTooManyLogicalOperationsChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.EmptyBranchChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MaxLineLengthChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameMethodChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.FieldAssignedInConstructorShouldBeFinalChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.UseOneDeclarationPerLineChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationFieldChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingBlankLineChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceCastingChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadCompoundStatementCurlyBraceChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadEmptyForStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameBatchHana] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotAppendStringsChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.OctalValueUsedChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ForbiddenInetAddressChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotLockOrUnlockInLoopChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadArrayDeclarationChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadCommentPositionTrailingChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceKeywordChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseAdjacentBinaryOperatorChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceWhileStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameVariableHanaChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotReadStreamInLoopChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadThrowForbiddenException] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameSpecialCharacterChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationClassChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotImportOnDemandChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.PublicFieldShouldBeUsedWithoutMethodChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingBlankLineImportChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingFinallyInTryCatchChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationSwitchStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingBlankLineSectionChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotCreateInstanceInLoopChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationSourceCodeChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceAccessingChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ConditionalOperationWithoutParenthesisChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseVolatileChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadMethodDeclarationChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DeclareAtTheBeginningOfBlockChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadCommentPositionEndOfLineChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseBreakWithLabelChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.AvoidUsingAwtSwingChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ForbiddenRaceConditionMethodChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameVariableChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationForStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseShortChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadTypeFloatChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseSynchronizedStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingBlockInControlStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingClassInSourceFileChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameDoHana] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ComplyWithModifierOrderChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameClassOrInterfaceChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadOrganizationClassChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.MissingBreakInCaseChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadInitInitAfterFieldDeclarationChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.LoggerErrorInCatchChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.CombinedIncrementAndDecrementOperatorChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.UseBlockSynchronizedChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationIfStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ReturnInCatchStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.UseOneCasePerLineChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.AvoidUsingJavaIOChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationImproperLengthChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameCoHanaChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameConstantChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.BadOperatorAssignmentInCondChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationTryStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadWhitespaceSemicolonChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.UnusedImportChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingBraceInIfStatementChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadLineWrappingChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ForbiddenOverridingFinalizeChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotCallSynchronizedMethodInLoopChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadParenthesisChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ForbiddenStatementExecuteQueryChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ForbiddenInstanceAccessingChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUseShiftOnSignedValueChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.DoNotUsePublicFieldChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameOnlineHanaChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ForbiddenNullInSecurityManagerChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MinimizeVariableLiveRangeChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadTypeIntegerChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.cc.BadCallForbiddenChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIfBooleanVariableConditionChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadCurlyBraceGeneralChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationMethodChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.UseTabBetweenTypeAndIdentifierChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.MissingParenthesisInExpressionChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ForbiddenPropertyMethodChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.UseAdjacentUnaryOperatorChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.UseSynchronizedPublicMethod] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadIndentationBlockChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.ImproperReturnStatementChecker] is not enabled by configuration
